nom,libellecourt,lon,lat,codeinsee
Jarville-la-Malgrange,JAR,6.2024643,48.6698381,54274
Gorges,GOE,-1.3058778,47.1001487,44064
Villefranche-du-Périgord,VPD,1.0490908,44.6270124,24245
Pont de Sallaumines,PSJ,2.8632044,50.4157922,62771
Gauriaguet,GGT,-0.3992689,45.0542936,33183
Bellegarde-sur-Valserine,BGD,5.823483,46.109425,01033
Chamousset,CSK,6.2067432,45.5575744,73068
Trois Chênes,TCS,6.8462281,47.6480822,90010
Le Coudray-Montceaux,CEX,2.4924649,48.5661679,91179
Garancières - La Queue,GAQ,1.7647546,48.8106338,78265
Lens,LNS,2.828254,50.426818,62498
Nouzonville,NOU,4.7428155,49.8120125,08328
Fourqueux - Bel-Air,EBL,2.0705,48.89494,78551
Neuillé-Pont-Pierre,NPP,0.5649155,47.5580135,37167
Estressin,ESN,4.868273,45.540285,38544
Monnerville,MWW,2.0320595,48.3484915,91414
Chevilly,CVY,1.8793013,48.0266215,45093
Montville,MVE,1.070046,49.551284,76245
Bréauté - Beuzeville,BTB,0.417489,49.603396,76141
Saint-Jean-de-Luz - Ciboure,SJZ,-1.66122,43.385838,64483
Arches,ARH,6.5283085,48.1198133,88011
Stephansfeld,SFX,7.7045946,48.7175872,67067
Achiet-le-Grand,ACT,2.780168,50.1317525,62005
Saint-Pierre-des-Corps,SPC,0.72355,47.386099,37233
Aulnay-sous-Bois,ABM,2.49431,48.93179,93005
Combourg,CUG,-1.72792,48.41609,35085
Argenteuil,ARW,2.25727,48.94686,95018
Vaires - Torcy,VAI,2.639986,48.874953,77108
Aéroport Charles de Gaulle 1,RSY,2.56135,49.00956,93073
Pont de l'Alma,PDM,2.3010287,48.8625705,75107
Haussmann Saint-Lazare,HSL,2.32862,48.87478,75109
Chantilly - Gouvieux,CLY,2.45979,49.18724,60141
Charleville-Mézières,CMZ,4.724952,49.767915,08105
Gretz-Armainvilliers,GZT,2.728824,48.74544,77215
Isles - Armentières - Congis,IAC,3.0072998,48.9980994,77231
Longueville,LON,3.249822,48.513703,77260
Melun,MEL,2.655404,48.527662,77288
Villepreux - Les Clayes,VEP,1.9930652,48.8239168,78165
Noisy-le-Sec,NSY,2.459306,48.896288,93053
Guérard - La Celle-sur-Morin,GCM,2.954783,48.810588,77219
Marles-en-Brie,MLB,2.868099,48.733976,77229
Neufchâteau,NCH,5.6904018,48.3583428,88321
Maisons-Laffitte,MLF,2.1443153,48.9456394,78358
Saint-Ouen-l'Aumône Liesse,SOL,2.1279345,49.0338707,95572
Sarrebourg,SBG,7.05285,48.73808,57630
Ars-sur-Moselle,ASM,6.0776461,49.0744745,57032
Tourcoing,TRG,3.16804,50.71683,59599
Laon,LAO,3.62443,49.57061,02408
Clermont de l'Oise,CDO,2.41767,49.38531,60157
Creil,CLH,2.4692439,49.263757,60175
Valenciennes,VSN,3.517115,50.363259,59606
Bouffémont - Moisselles,BOF,2.32272,49.04514,95091
Combs-la-Ville - Quincy,CBV,2.547798,48.667179,77122
Val de Fontenay,VDF,2.489097,48.854238,94033
Survilliers - Fosses,SUR,2.52527,49.09961,95250
Romorantin-Lanthenay,RMA,1.7390137,47.3554468,41194
Vendôme,VDM,1.0678728,47.8021498,41269
Versailles Chantiers,VCR,2.1358827,48.7958264,78646
Épinay - Villetaneuse,EPV,2.32865,48.95838,93031
La Plaine Stade de France - Saint-Denis - Aubervilliers,LPN,2.36257,48.91839,93066
Épinay-sur-Seine,EYS,2.3026142,48.9542084,93031
Corbeil-Essonnes,COE,2.47401,48.61403,91174
Mantes Station,MTQ,1.71581,48.98366,78361
Cergy Saint-Christophe,CYC,2.0343975,49.0496151,95127
Entraigues-sur-la-Sorgue,ENR,4.9226971,44.0054278,84043
Aubigny-au-Bac,AAB,3.158706,50.2685315,59026
Jœuf,JOF,6.0177021,49.2250083,54280
Albertville,ALV,6.383167,45.672977,73011
Base Aérienne,BAE,1.681869,47.320184,41194
Vichy,VHY,3.430448,46.126979,03310
Bournezeau,BNZ,-1.1806169,46.6518258,85034
Albi,ALB,2.137958,43.92238,81004
Monistrol-d'Allier,MNR,3.6500424,44.9696648,43136
Saint-Geniès-de-Malgoirès,XGE,4.2149416,43.9501684,30255
Aixe-sur-Vienne,ASV,1.1456892,45.7965002,87001
Thiviers,TIV,0.921348,45.418965,24551
Auneau,AUN,1.77998,48.4458242,28317
Bergues,BEG,2.42574,50.96901,59067
Le Bras de Fer,BFX,2.450625,48.623287,91228
Bouray,BSO,2.290596,48.533149,91330
Olette - Canaveilles,OLE,2.2719309,42.55472,66125
Allenc,AEN,3.6638926,44.541296,48003
La Bassée - Violaines,BII,2.80482,50.52799,59051
Montpaon,MNP,3.1097221,43.8685236,12155
Bollène La Croisière,BLN,4.707908,44.271525,84019
Bonneval,BOJ,1.3861845,48.1862958,28051
Bois-le-Roi,BJR,2.691606,48.475567,77037
Milhaud,MHU,4.3033268,43.7884886,30169
Béthune,BET,2.64055,50.52144,62119
Le Monastier-Pin-Moriès,LMR,3.252057,44.5089682,48099
Les Lacs,LCK,-1.3208165,48.1094359,35252
Flez-Cuzy - Tannay,FEZ,3.6149926,47.3630583,58286
Aimargues,AIA,4.2082933,43.6786107,30006
Briare,BEW,2.7337154,47.6464312,45053
Morières-lès-Avignon,MVG,4.9082052,43.9414696,84081
Brignoud,BNU,5.901472,45.26245,38547
Chaingy Fourneaux Plage,CFX,1.782422,47.8770705,45067
Bièvres,BSI,2.2157279,48.7513289,91064
Bordeaux Saint-Jean,BXJ,-0.556697,44.825873,33063
Le Rouget,LRG,2.2355043,44.8565391,15268
Villeneuve-sur-Allier,VVR,3.2469557,46.6592073,03316
Bueil,BUE,1.4435896,48.9253816,27119
L'Isle-sur-le-Doubs,ISD,6.5812614,47.4473777,25315
Vienne,VIE,4.874211,45.521207,38544
Le Grand-Lemps,LGL,5.4231117,45.3966261,38182
Caudry,CAU,3.40983,50.11146,59139
Saint-Amand-Longpré,SDV,1.0119896,47.693141,41199
Chedde,CED,6.7197662,45.9263464,74208
Sénas,SUT,5.0733645,43.7409571,13105
Les Bossons,BHS,6.8391969,45.9067455,74056
Kalhausen,KHS,7.125352,49.0350585,57355
Corbigny,CBY,3.6773226,47.254807,58083
Rilly-la-Montagne,RAG,4.0408608,49.1664524,51461
Perrignier,PEG,6.4249208,46.303259,74210
Vorey,VOE,3.911422,45.1829093,43267
Parent - Coudes - Champeix,PCC,3.2178245,45.6139737,63269
Saint-Chamas,SHY,5.0402963,43.5511577,13092
Saint-Georges-de-Commiers,SGC,5.7017874,45.0437667,38388
Épône - Mézières,EPO,1.8085932,48.9631225,78217
Urçay - La Perche,UCY,2.5865708,46.6295123,18178
Pougny - Chancy,PJY,5.9613614,46.1446674,01308
Chars,CHR,1.93671,49.16268,95142
Marseille-en-Beauvaisis,MAI,1.9546349,49.5709066,60387
Pringy,PGY,6.1232736,45.9395239,74010
Massy TGV,MPW,2.261254,48.725758,91377
Chalonnes-sur-Loire,CCE,-0.74306,47.34306,49063
Chaulnes,CHL,2.8011421,49.8076201,80186
Saint-Germain-du-Puy,SGP,2.4846102,47.0965233,18213
Ambronay - Priay,AAI,5.3382579,46.0115941,01007
Carnoules,CNS,6.1862531,43.2974104,83033
Chemillé-en-Anjou,CHE,-0.731989,47.217748,49092
Compiègne,CPE,2.823679,49.422005,60382
Saint-Vincent le Château,SWC,3.9186273,45.1488794,43230
Le Vieux Briollay,VXB,-0.4829396,47.5739696,49048
Châlons-en-Champagne,CMP,4.348656,48.955252,51108
Marlieux - Châtillon,MXC,5.0731097,46.0638765,01235
Castelsarrasin,CTN,1.1143954,44.0403503,82033
Crépieux la Pape,CLP,4.8922918,45.8038348,69286
Givors Canal,GIC,4.7725754,45.5957662,69091
Lyon Vaise,LVI,4.80396,45.779938,69389
Fleurieux-sur-l'Arbresle,FSL,4.6603815,45.8449944,69086
Loriol-sur-Drôme,LOL,4.8171679,44.7544973,26166
Grigny le Sablon,LSB,4.796144,45.6072601,69096
Niederbronn-les-Bains,NLB,7.6341348,48.9523989,67324
Dammartin - Juilly - Saint-Mard,DAM,2.69887,49.03219,77420
Lentilly,LTY,4.667103,45.82163,69112
Cluses,CLU,6.582663,46.061447,74081
Quincieux,QUX,4.7785643,45.9068815,69207
Châtillon d'Azergues,CDZ,4.6451164,45.8751815,03069
Novillars,NOV,6.1327011,47.2839618,25429
Arbois,AOI,5.7648273,46.912509,39013
Ecully - Tassin,ECY,4.7795238,45.7657162,69244
Dommartin - Lissieu,DLU,4.7344831,45.8397811,69076
Dunkerque,DKQ,2.368961,51.03047,59183
Ranchot,RNH,5.7246607,47.1525633,39451
Courcy - Brimont,CIM,4.0134623,49.3296003,51183
Blaisy-Bas,BSB,4.7410755,47.3734427,21080
Fécamp,FEC,0.375287,49.759277,76259
Saint-Laurent-en-Grandvaux,SLJ,5.9512119,46.5747975,39487
Mâlain,MLI,4.8105362,47.3270025,21373
Saint-Agnan,XAN,3.8788002,46.5020038,71382
Tracy - Sancerre,TAY,2.8804164,47.3376398,58295
Saint-Julien - Clénay,SJQ,5.1281864,47.4060132,21555
Bessay-sur-Allier,BSS,3.3606477,46.4435849,03025
Dole,DLE,5.488105,47.096084,39198
Ferrières - Fontenay,FFY,2.7726332,48.0964767,45148
Vulaines-sur-Seine - Samoreau,VUN,2.7531008,48.4305468,77533
Champs - Saint-Bris,CAI,3.6034756,47.7388182,89077
Corgoloin,CGO,4.9171231,47.0841982,21194
Évry Val de Seine,EVR,2.45209,48.63442,91228
Fréjus,FRJ,6.732941,43.432032,83061
La Rochelle,LRE,-1.145305,46.15269,17300
Presles Courcelles,PRQ,2.28759,49.11346,95504
La Fère,FER,3.36981,49.65802,02304
Mesvres,MWB,4.2449659,46.862799,71297
Montigny-sur-Loing,MKN,2.738561,48.33661,77312
Vincelles,VCL,3.6284728,47.7042304,89478
Pers,PEK,2.2403887,44.887025,15150
Bourron-Marlotte - Grez,BOM,2.6924552,48.3326884,77048
Paris Montparnasse,PMP,2.320514,48.841172,75115
Lacapelle-Viescamp,WCV,2.2654689,44.9202424,15088
La Frette - Montigny,FMY,2.18019,48.98035,95257
La Ville-Dieu-du-Temple,LIX,1.2149646,44.0355186,82096
Martres-Tolosane,MXA,1.0167558,43.1962069,31324
Lardenne,KPL,1.3839252,43.5966262,31555
Grisolles,GRI,1.3023292,43.8269619,82075
Vallon-en-Sully,VLL,2.6107538,46.5363284,03297
Cransac,CRZ,2.2718666,44.522951,12083
Gujan-Mestras,GUJ,-1.06906,44.640454,33199
Génolhac,GNC,3.9516407,44.3471626,30130
Granville,GRV,-1.587757,48.838456,50218
Polliat,PLF,5.1238268,46.24464,01301
Villereversure,VEU,5.3977089,46.1944145,01447
Le Burg,WBW,1.4298135,45.2157957,19278
Gannat,GAN,3.2047514,46.0975964,03118
Lavaufranche,LVF,2.2700972,46.3212869,23104
Marsac,MRR,1.585556,46.0941348,23124
Hundling,HDC,6.9775394,49.1066949,57340
Hirson,HIQ,4.08432,49.91455,02381
Sisteron,SIO,5.9465888,44.1902025,04209
Les Quatre-Routes-du-Lot,LQR,1.6439067,44.9974864,46232
L'Argentière Les Écrins,LEE,6.5564162,44.7909802,05006
Mérens-les-Vals,MLX,1.8371278,42.6594883,09189
Razac-sur-l'Isle,RZA,0.5992849,45.1659287,24350
Andorre – l’Hospitalet,LHT,1.8002635,42.5894535,09139
Lothiers,LOT,1.5629763,46.6946801,36219
Brignac,BKX,1.4406315,45.8635812,87129
Les Églisottes-et-Chalaures,EGE,-0.0437576,45.0942299,33154
Villenave-d'Ornon,VIO,-0.5472574,44.7683428,33550
Chauffailles,CHF,4.3454278,46.2074552,71120
Lamothe-Montravel,LMH,0.0215683,44.8537384,24226
Joigny,JOI,3.393082,47.973843,89206
Groisy - Thorens-Glières,GTC,6.17568,46.0111205,74137
Mennetou-sur-Cher,MNN,1.8765238,47.2688835,41135
Parempuyre,PPY,-0.6193396,44.9447032,33312
Ludon-Médoc,LXN,-0.6118009,44.9744015,33256
Moulis - Listrac,MUL,-0.7447365,45.0840273,33297
Nérondes,NDS,2.8221695,46.9996897,18160
Pruniers-en-Sologne,PUZ,1.6722045,47.313174,41097
Le Theil - La Rouge,LFQ,0.6944581,48.2672964,61356
Baule,BLJ,1.668127,47.8117535,45024
Notre-Dame-d'Oé,NDA,0.7070252,47.4595668,37172
Tournan-en-Brie,TOU,2.75957134,48.7393088,77470
Nice,NIC,7.261904,43.704556,06088
Sessenheim,ZHM,7.9893194,48.7964628,67465
Rivarennes,RVQ,0.3618999,47.2677425,37200
Lussac-les-Châteaux,LLX,0.7186918,46.4051106,86140
Les Ormes,ORE,0.6079476,46.9718269,86183
Saint-Paterne-Racan,SPN,0.4783289,47.6042003,37231
Courcay - Tauxigny,KYY,0.867867,47.2377076,37085
La Ferté-Bernard,LFB,0.639711,48.1864887,72132
Saint-Pierre-d'Albigny,SPA,6.156151,45.557397,73270
Loulay,LLY,-0.5017525,46.0435165,17211
Druye,DRY,0.5354805,47.3070191,37099
Lillers,LLL,2.47903,50.56163,62516
Veuves - Monteaux,VVU,1.1238749,47.4756722,41272
Saint-Genouph,SCO,0.5969502,47.3710109,37219
La Crèche,CCK,-0.2962081,46.3604181,79048
Le Perray-en-Yvelines,LPE,1.856057,48.6933406,78486
Blonville-sur-Mer - Benerville,BWB,0.0356856,49.3313919,14079
La Mothe-Saint-Héray,LHY,-0.1298415,46.3807592,79246
Carry-le-Rouet,CRR,5.153594,43.336592,13021
Varades - Saint-Florent le Vieil,VDE,-1.019712,47.3744471,44213
Aulnat Aéroport,AUL,3.1614332,45.7920571,63019
Longwy,LWY,5.7696358,49.5129923,54323
Montfort-le-Gesnois,MLG,0.4064237,48.0405657,72241
Villefranche-sur-Cher,VSC,1.768094,47.2948034,41280
Latour-de-Carol - Enveitg,LTL,1.9045027,42.4590464,66066
Meudon,MDN,2.2410999,48.8147527,92048
Couëron,CNQ,-1.7235014,47.2220412,44047
Mer,MER,1.506373,47.70586,41136
Bonnemain,BMV,-1.7654125,48.4764049,35029
Malansac,MLO,-2.2961796,47.6756185,56123
Guimiliau,GMU,-3.9996163,48.4852675,29074
Montreuil,MFL,2.1511693,48.8067323,78646
Plouharnel - Carnac,PLC,-3.1184482,47.6042943,56168
Mouchard,MCD,5.799644,46.976911,39370
Monestier-de-Clermont,MDC,5.6339702,44.911996,38242
Plounérin,PNR,-3.5682311,48.5816298,22227
Meulan - Hardricourt,MHD,1.90213,49.00564,78299
Mohon,MNH,4.73313,49.752584,08105
Massiac - Blesle,MIA,3.1965518,45.2537695,15119
Machecoul,MCC,-1.8227524,46.9905038,44087
Belle-Isle - Bégard,BIB,-3.3228532,48.5935901,22135
Pontrieux Halte,PXH,-3.1644959,48.6980361,22250
Fougeray - Langon,FGL,-1.8510921,47.7297956,35145
Breteil,BTU,-1.8972095,48.1405713,35040
Vern-sur-Seiche,VRN,-1.5966524,48.0469707,35352
Murat,MUR,2.8696045,45.1091483,15138
Audrieu,ADR,-0.5960138,49.2161315,14026
Saint-Pierre-sur-Dives,SPD,-0.0405855,49.0231057,14654
Longueville-sur-Scie,LEV,1.1103434,49.7917558,76397
Maisse,MSN,2.39312,48.39304,91359
Beaumont-le-Roger,BLR,0.7727865,49.0741722,27051
Gravigny Balizy,GBI,2.317846,48.6851718,91345
Meymac,MYC,2.1640905,45.5302313,19136
Campagnac - Saint-Geniez,CNT,3.0664008,44.4219559,12047
Montbizot,MBZ,0.1908607,48.151513,72205
Boisset,BCL,2.2497669,44.786038,15021
Nesle,NES,2.9089882,49.7639147,80585
La Suze-sur-Sarthe,LSZ,0.0266367,47.8919891,72346
Teillé,TEI,0.1913397,48.1812341,72349
Champagnole Paul-Émile Victor,PVT,5.9198128,46.742483,39097
Ailly-sur-Somme,AYS,2.20059,49.92838,80011
Lourches,LOU,3.3434016,50.3102834,59504
Aiguebelette-le-Lac,AGQ,5.8131468,45.5363048,73001
Meurchin,MHN,2.8930903,50.4970516,62573
Rœux,RUX,2.8950172,50.3034404,62718
Drefféac,DRF,-2.0503661,47.4817568,44053
Bouchain,BAK,3.3319096,50.2780892,59092
Prouvy - Thiant,PRT,3.4610838,50.3167933,59475
Champigny sur Yonne,CSY,3.1305718,48.3237418,89074
Brassac-les-Mines - Sainte-Florine,BLM,3.330167,45.414246,63050
Sains-du-Nord,SAW,4.0016955,50.0889485,59525
Orléans,ORL,1.904666,47.90796,45234
Voivres-lès-le-Mans,VOI,0.0853466,47.9304199,72381
Plaisir - Grignon,PGS,1.9432973,48.8316509,78490
Le Péage-de-Roussillon,PGR,4.795402,45.371797,38298
Belleville sur Sâone,BVL,4.729028,46.111917,69019
Is-sur-Tille,IST,5.129481,47.520454,21383
Phalempin,PHA,3.0199,50.5154,59462
Thésée,TYQ,1.3120568,47.322271,41258
La Penne-sur-Huveaune,PHE,5.5155698,43.2846765,13070
Ham-en-Artois,HMA,2.4657764,50.5900401,62407
Andelot-en-Montagne,AND,5.923584,46.8594671,39009
Auchy-lès-Hesdin,AHH,2.1022448,50.3963631,62050
Hirson Écoles,HSO,4.0861491,49.9288321,02381
Château-l'Évêque,CEQ,0.6882106,45.2445887,24115
Salomé,SWM,2.8366078,50.5414529,59550
Morteau,MTO,6.604653,47.053727,25411
Hachette,HAC,3.7434526,50.1582852,59353
Le Haut Banc,HTB,1.7722209,50.8163364,62329
Étang-sur-Arroux,ETG,4.1838415,46.8679082,71192
Brimeux,BWM,1.8313826,50.4470409,62177
Pamiers,PMS,1.619451,43.116207,09225
Gisors,GIS,1.78455,49.28512,27284
Ponthierry - Pringy,POP,2.54459,48.534933,77407
Ruffec,RUG,0.1902055,46.0305185,16292
Cramoisy,CYO,2.40489,49.256625,60173
Cassel,CRD,2.4599722,50.7875916,59054
Puyoô,PUO,-0.9108149,43.5245425,64461
Wingen-sur-Moder,WMG,7.3811114,48.9200646,67538
Obernai,OBE,7.48881,48.46219,67348
Béziers,BZS,3.218873,43.33633,34032
Lezennes,LZS,3.0986481,50.6205699,59350
Dompierre-sur-Helpe,DMR,3.871144,50.146144,59177
Fretin,FRI,3.1495133,50.5599254,59256
Ors,ORZ,3.626754,50.1031718,59450
Boisleux-au-Mont,BLX,2.771855,50.2104665,62151
Esquelbecq,ESQ,2.4121536,50.8894369,59210
Grande-Synthe,GSV,2.3133547,51.0026884,59271
Revin,RVI,4.642536,49.938756,08363
Bédarieux,BED,3.1495688,43.6086972,34028
Rosa Parks,ROK,2.37397,48.89602,75118
Les Abrets - Fitilieu,FII,5.5754876,45.5421091,38165
Clichy - Levallois,CLL,2.2982,48.89678,75117
Rosny-sur-Seine,RSS,1.63009,48.997287,78531
Kurtzenhouse,KUR,7.8130449,48.741862,67252
Kogenheim,KEN,7.5353085,48.3389532,67246
Les Vallées,LWA,2.257909,48.913408,92009
Lingolsheim,LGH,7.6781143,48.5594092,67267
Scherwiller,HWL,7.4301867,48.2869344,67445
Riedseltz,RTZ,7.962988,48.991063,67400
Issoire,ISS,3.25398,45.543884,63178
Seclin,SCN,3.0350084,50.5486319,59560
Fouday,FDY,7.1874246,48.4248874,67144
Château-Arnoux-Saint-Auban,SAU,5.9973734,44.0615651,04049
Munchhausen,MHQ,8.1409912,48.9237982,67308
La Ménitré,MEQ,-0.275818,47.397422,49201
Seltz,SSZ,8.0986724,48.8965635,67463
Nort-sur-Erdre,NSE,-1.5033645,47.4419243,44110
Mommenheim,MOH,7.6422273,48.7561587,67301
Lorient Bretagne Sud,LRT,-3.366221,47.755597,56121
Bressuire,BRS,-0.4963269,46.8384462,79049
Leucate La Franqui,LEU,3.0128555,42.9327725,11202
Saint-Julien-du-Sault,SJX,3.302688,48.0269195,89348
La Wantzenau,LWL,7.8247832,48.6651895,67519
Saint-Jean-d'Angély,SJA,-0.5097829,45.9407739,17347
Sarliève - Cournon,SLC,3.1681196,45.7387697,63124
Teting-sur-Nied,TET,6.6646267,49.051605,57668
Siorac-en-Périgord,SOC,0.9844566,44.8197409,24538
Homécourt,HOM,5.9991714,49.2182988,54263
Erdre Active,ERD,-1.544552,47.282902,44035
Casino Lacroix Laval,CCL,4.7309383,45.7878115,69250
Saint-Florentin - Vergigny,SIF,3.731036,47.981058,89439
Le Croisic,LCC,-2.507442,47.289836,44049
Sanry-sur-Nied,SWN,6.3399775,49.0445991,57627
Onville,ONV,5.97909,49.01367,54410
Courcelles-sur-Nied,CCD,6.3109926,49.0634035,57156
Landry,LAY,6.7338182,45.5741713,73142
Uckange,UCK,6.1567735,49.3032605,57683
Hayange,HAY,6.07245,49.33053,57306
Thann Saint-Jacques,THD,7.0938473,47.8133155,68334
Saint-Péray,STP,4.85035,44.94771,07281
Saint-Omer,STO,2.2667624,50.7536204,62765
Charbonnières-les-Bains,CRB,4.735912,45.782142,69044
Saint-Yrieix-la-Perche,SYX,1.2053608,45.5192516,87187
Walbach,WAH,7.2334758,48.0580062,68374
Bollwiller,BOW,7.2672555,47.8569694,68043
Les Saules,LSW,2.417366,48.7454924,94054
Rouffach,RAH,7.312455,47.9602481,68287
Sermaise,SXE,2.06865,48.53536,91593
Lorraine TGV,TGL,6.169838,48.947773,57422
Wesserling,WES,6.997519,47.8899651,68089
Yffiniac,YFV,-2.6524629,48.4702462,22389
Luc-la-Primaube,LPA,2.5544751,44.2913982,12133
Villiers Montbarbin,VBB,2.8830418,48.8632544,77142
Perpignan,PPN,2.879779,42.696292,66136
Clermont-Ferrand,CLF,3.100543,45.778945,63113
Tulle,TUL,1.756467,45.258725,19272
Étriché - Châteauneuf,EEF,-0.4608993,47.6567082,49132
Bains-les-Bains,BNS,6.2952683,47.9811282,88108
Bengy-sur-Craon,BNH,2.7492361,47.0004698,18027
Deville,DVI,4.7072062,49.8796028,08139
Nouvion-sur-Meuse,NSM,4.794973,49.6973135,08327
Vannes,VAN,-2.75245,47.665169,56260
Bazancourt,BZT,4.173887,49.361202,51043
Vert Galant,VGL,2.5667,48.94467,93078
Collonges - Fontaines,COF,4.8466136,45.8291102,69063
Étaples - Le Touquet,ETA,1.64231,50.51686,62318
Le Creusot,LCR,4.4304403,46.807815,71153
Villefranche-sur-Saône,VIS,4.72077,45.9845,69264
Ludres,LUD,6.1709118,48.6219545,54328
Mont-sur-Meurthe,MMT,6.4496444,48.5599456,54383
Varilhes,VIH,1.6284818,43.0415593,09324
L'Étang-la-Ville,ELW,2.0766932,48.86822,78224
Bedous,GGM,-0.60348,42.99589,64104
Lyon Saint-Paul,LSP,4.827057,45.76601,69385
Vénissieux,VSX,4.888109,45.705551,69259
Vendeuvre-sur-Barse,VUV,4.4672135,48.2400686,10401
L'Isle-Adam - Parmain,IAP,2.20976,49.11482,95480
La Jarrie,JAJ,-1.02347,46.12045,17194
Cambo-les-Bains,CPQ,-1.3966849,43.3656242,64160
Trélazé,TLZ,-0.4696,47.45272,49353
Méroux,MOX,6.89903,47.58659,90068
Salses-le-Château,SAL,2.9174466,42.8356091,66190
Chindrieux,CWX,5.8468876,45.8034376,73085
Haute Picardie TGV,HPI,2.8319,49.859182,80002
La Chaumusse - Fort-du-Plasne,WFP,5.9613342,46.6048753,39126
Oermingen,OER,7.1317322,49.0003724,67355
Bornel - Belle-Église,BBI,2.20717,49.19471,60088
Modane,MOD,6.658161,45.193365,73157
Motteville,MOT,0.8497988,49.6365717,76456
Chaville Rive Droite,CWJ,2.18785,48.81213,92022
Langeais,LGS,0.410557,47.324114,37123
Turckheim,TKM,7.279466,48.0856288,68338
Oyonnax,OYO,5.653338,46.259742,01283
Nozières - Brignon,NOZ,4.2072916,43.9760134,30046
Labergement-Sainte-Marie,GYR,6.28011,46.77632,25320
La Fontaine,FOK,2.9261079,50.5661459,59653
Lamagistère,LWG,0.8255002,44.1267231,82089
Altkirch,ALK,7.2392493,47.6270174,68004
Conlie,CIE,-0.0113736,48.1272909,72089
Cernay (Haut-Rhin),CEF,7.1737,47.802,68063
Épierre - Saint-Léger,MEE,6.292521,45.457027,73109
Remiremont,RMT,6.598855,48.016363,88383
Saint-Gervais-les-Bains Le Fayet,SGB,6.701331,45.906423,74236
Pont-Remy,PRM,1.8988404,50.0472341,80635
Viry-Noureuil,VWN,3.2503611,49.6274493,02820
Sannois,SNN,2.26377,48.97016,95582
Peltre,PTE,6.2220476,49.073877,57534
Alençon,ALN,0.098531,48.433884,61001
Cergy Préfecture,CYP,2.07982,49.03639,95127
Annemasse,ANE,6.23652,46.199222,74012
Thomery,TMR,2.763995,48.394462,77186
Villefranche-de-Rouergue,VRW,2.0364594,44.347498,12300
Montataire,MOO,2.4362155,49.2510365,60414
Mehun-sur-Yèvre,MHY,2.2071342,47.1394406,18141
Chambly,CVK,2.24048,49.16362,60139
Mundolsheim,MUM,7.721389,48.6447732,67309
Pagny-sur-Moselle,PMO,6.0250346,48.9852003,54415
Gignac - Cressensac,GCC,1.4831648,45.0146074,46118
Villenouvelle,VNW,1.661081,43.4330358,31589
Villiers - Neauphle - Pontchartrain,VEH,1.876934489891097,48.81550666129636,78683
Bohain-en-Vermandois,BHI,3.4431289,49.9884143,02095
Albias,ALE,1.4448012,44.0919078,82002
Pas des Lanciers,PDL,5.253822,43.409655,13054
Rive-de-Gier,RGR,4.606648,45.524324,42186
Menton,MEN,7.4933,43.774444,06083
Brebières,BSU,3.0142,50.33624,62173
Nancy,NCY,6.174583,48.689861,54395
Viroflay Rive Gauche,VFG,2.1711466,48.800517,78686
Donjeux,DNJ,5.1482245,48.3658544,52175
Fépin,FEP,4.7266156,50.0234644,08166
Port-Vendres,POV,3.1025762,42.5136077,66148
Ronchin,ROC,3.0783734,50.6045664,59507
Messac - Guipry,MES,-1.81822,47.82225,35176
Argelès-sur-Mer,AMR,3.022349,42.54397,66008
Le Pont-de-Beauvoisin,POB,5.680772,45.524636,38315
Heilly,HLY,2.5396593,49.9435191,80426
Courcelles-le-Comte,COK,2.7880351,50.1694124,62248
Villefort,VLF,3.9240146,44.4395099,48198
Dieulouard,DID,6.071489,48.843367,54157
Fismes,FIO,3.68213,49.310665,51250
Macau,MCA,-0.6200068,45.0040981,33262
Saint-Aunès,XAU,3.9628994,43.6354383,34240
Joigny-sur-Meuse,JGY,4.7672389,49.8336807,08237
Saint-Cyprien,SCQ,1.0434666,44.8632733,24396
Les Cabannes,CNB,1.6862985,42.7862854,09070
Dissay,DIF,0.4210161,46.703544,86095
Clacy - Mons,ONS,3.5766816,49.5439229,02196
Petit Jouy - Les Loges,PJZ,2.1470148,48.770943,78343
Damiatte - Saint-Paul,DSP,1.9733585,43.6566194,81078
Sainte-Cécile-d'Andorge,SCZ,3.9758497,44.2554362,30239
Beaucaire,BCK,4.6470865,43.80209,30032
Montlaur,MKJ,1.5776454,43.4752405,31384
Saint-Michel Notre-Dame,SHL,2.34545,48.85348,75105
Biganos Facture,FAT,-0.96621,44.637384,33051
Condat - Le Lardin,CDT,1.2267493,45.1267128,24229
Nanterre Université,NUN,2.2158277,48.90122,92050
Bergerac,BGC,0.489174,44.857061,24037
Aubagne,AUB,5.56658,43.296045,13005
Pont Cardinet,PTC,2.31425,48.88755,75117
Saujon,SJW,-0.9300187,45.6665019,17421
Vigeois,VGE,1.5149455,45.3829467,19285
Thenon,THN,1.0686905,45.1601857,24550
Marmande,MMD,0.168044,44.503019,47157
Naintré,NIB,0.4963446,46.7595303,86174
Gemeaux,GMX,5.1293074,47.478542,21290
Lalinde,LLK,0.7427811,44.8396152,24223
Mareil-Marly,MPJ,2.0790676,48.8807466,78367
Thieux - Nantouillet,TNT,2.6805271,49.0084346,77332
Saint-Mathurin-sur-Loire,SNZ,-0.3182267,47.4122473,49307
Évron,EVN,-0.397338,48.155501,53097
Prunay,PWH,4.18364,49.1988,51449
Cholet,CHT,-0.869583,47.065698,49099
