nom,libellecourt,lon,lat,codeinsee
Sainte-Bazeille,XBZ,0.0931269,44.5326935,47233
Maizières-lès-Metz,MMZ,6.1588762,49.2155349,57433
Carpentras,IIM,5.044141,44.0499488,84031
Gardonne,GAO,0.3319427,44.8347538,24194
Saint-Denis-des-Murs,XDN,1.5514368,45.7889106,87142
Chalais,CIC,0.0435966,45.2708327,16073
Lus-la-Croix-Haute,LCX,5.6973678,44.6709898,26168
Saint-Vit,SVI,5.809057,47.183507,25527
Neuville-sur-Sarthe,NER,0.1997294,48.0705577,72217
Caudrot,KDT,-0.1452784,44.5801152,33111
Labenne,LBN,-1.4288712,43.5870509,40133
Arenc Euroméditerranée,AEM,5.3676221,43.3132339,13202
Podensac,POD,-0.3589057,44.6489664,33327
Saumur,SUD,-0.07136,47.269,49328
Lamotte-Beuvron,LBQ,2.022499,47.593898,41106
Fréteval - Morée,FRE,1.211813,47.8919172,41095
Maillé,MAX,0.5830236,47.0533855,37142
Foëcy,FCY,2.1625062,47.1756905,18096
Faubourg d'Orléans,FBL,1.7403794,47.3669948,41194
La Ferté-Milon,LFM,3.1207223,49.1797269,02307
La Grand-Combe,LGC,4.0329591,44.2098159,30132
Saint-Rome-de-Cernon,SDO,2.9673744,44.013981,12243
Monts,MSD,0.65448,47.2818,37159
Cavignac,CGC,-0.382243,45.105163,33114
Morhange,MHG,6.6590266,48.9366239,57483
Bussac-Forêt,BMR,-0.3682457,45.211928,17074
Cercottes,CCT,1.8849813,47.9861553,45062
Lannion,LNI,-3.460353,48.727638,22113
Louhans,LHN,5.2174853,46.6309,71263
Les Laumes Alésia,LLA,4.462602,47.543054,21663
La Bohalle,WBH,-0.4000426,47.4342356,49032
Beillant,BIL,-0.5265079,45.7007999,17400
Beauvoir-sur-Niort,BVK,-0.4687544,46.1768857,79031
Le Puy-en-Velay,LPU,3.892421,45.042866,43157
Saint-Hilaire-de-Riez,SHZ,-1.9496838,46.7166736,85226
Mauzé-sur-le-Mignon,MAZ,-0.6737264,46.1995881,79170
Château-Gaillard,CGK,1.9128148,48.1416904,28367
Marigny,MRJ,-0.428404,46.1990832,79166
Huriel,HIL,2.4762569,46.3714332,03128
Luzarches,LUZ,2.42074,49.11719,95352
Lisle-sur-Tarn,LSU,1.80823,43.85639,81145
Lavaur,LVR,1.813146,43.703479,81140
Lure,LUR,6.4925787,47.683269,70310
Issé,ISE,-1.45068,47.6268289,44075
Port-Saint-Père - Saint-Mars,PXS,-1.7393069,47.1164915,44133
Bourgneuf-en-Retz,BGZ,-1.9551942,47.0469634,44021
Musée d'Orsay,MDS,2.325671,48.86079,75107
Batz-sur-Mer,BSK,-2.4789866,47.2809541,44010
Marcheprime,MCP,-0.85381,44.690543,33555
Biache-Saint-Vaast,BIA,2.9414975,50.3162525,62128
Montoir-de-Bretagne,MDB,-2.1616777,47.3210164,44103
Le Cellier,LEI,-1.3506694,47.3135164,44028
Landaul - Mendon,LDJ,-3.0860172,47.7359877,56096
Mende,MDE,3.5019875,44.522322,48095
Plerguer,PGE,-1.8505895,48.5314637,35224
Plouigneau,PGU,-3.7100572,48.5647064,29199
Quédillac,QDC,-2.1452204,48.2484804,35234
Corseul - Languenan,CFA,-2.1414331,48.4960574,22105
Plancoët,PLA,-2.2289207,48.5216785,22172
Meung-sur-Loire,MGL,1.691928,47.829926,45203
Lumes,LUQ,4.7833571,49.7327973,08263
Saint-Pierre-en-Faucigny,SPE,6.3757533,46.0593442,74250
Marignier,MRG,6.507826,46.0887815,74164
La Coquille,LCQ,0.9744005,45.5408509,24133
Bretteville - Norrey,BVO,-0.5127396,49.2034112,14098
Chamonix Aiguille du Midi,CHW,6.8667152,45.91993,74056
Franchet d'Esperey,FRP,4.013869,49.2425356,51454
Mériel,MVC,2.20528,49.07777,95392
Saint-Armel,XAL,-1.5948867,48.014405,35250
Montmélian,MML,6.043289,45.503059,73171
Maintenon,MTN,1.5920651,48.5854793,28227
Moissac,MOI,1.077345,44.1024178,82112
Reignier-Ésery,REI,6.2675466,46.1256159,74220
Mervans,MRV,5.1794099,46.7988928,71295
Nogent-sur-Vernisson,NGI,2.7375773,47.8527938,45229
Metz,MZE,6.176593,49.109545,57463
Méry-sur-Oise,MWO,2.19074,49.05766,95394
Montry - Condé,MYD,2.8262345,48.8908268,77315
Montréjeau - Gourdan-Polignan,MTJ,0.5735,43.078109,31224
Malaunay - Le Houlme,MUA,1.0395776,49.5133331,76366
Saint-Marcel,SMA,5.4671155,43.28818,13211
Nanteuil-le-Haudouin,NHY,2.79459,49.14275,60446
Ay,AYN,4.0015644,49.0487318,51030
Niversac,NEC,0.8082195,45.1383083,24439
La Bonneville-sur-Iton,BVU,1.035014,48.9884615,27082
Vaas,VAH,0.3165096,47.6707702,72364
Mareil-sur-Mauldre,MJM,1.8715159,48.8936804,78368
Saint-Étienne-du-Rouvray,SDR,1.1095673,49.3771553,76575
Dijon,DJV,5.027208,47.32337,21231
Vougeot - Gilly-lès-Cîteaux,VOT,4.9715685,47.1755556,21297
La Pomme,PPO,5.4413152,43.2905165,13211
Saint-Martin du Touch,SMT,1.3718548,43.5997881,31555
Mayet,MYT,0.2659384,47.7601465,72191
Loos-en-Gohelle,LQG,2.7933955,50.4378798,62498
Marquillies,MQS,2.8661707,50.5477246,59388
Vimy,VMY,2.8229549,50.3732316,62861
Breteuil,BEB,2.3845164,49.626389,60039
Nuits sous Ravières,NUR,4.211186,47.7291142,89280
Amagne - Lucquy,AMA,4.4738775,49.5238187,08008
Pessac,PSC,-0.63185,44.80461,33318
Corbehem,COR,3.0405375,50.3428545,62240
Guichen - Bourg-des-Comptes,GBC,-1.7601845,47.9350963,35126
Thiennes,TEE,2.4729218,50.6523561,59590
Steenbecque,SBQ,2.510089,50.6806568,59578
Francheville,FRW,4.7693729,45.7336473,69089
Cantin,CNK,3.121943,50.3124545,59126
Pont de Briques,PRS,1.6268038,50.6828164,62746
Gournay - Ferrières,GOF,1.7380891,49.4813674,76260
Hagondange,HGD,6.16448,49.25356,57283
Le Poirier Université,LEP,3.50273,50.33006,59603
Port Boulet,PBT,0.155648,47.248836,37074
Puteaux,PTX,2.2335,48.88351,92062
Mont de Terre,MXT,3.0966031,50.6176672,59350
Boves,BOV,2.3981165,49.8462355,80131
Pierrelatte,PRL,4.703783,44.374719,26235
Recquignies,RCQ,4.0445029,50.2840466,59495
Laboissière - Le Déluge,DEJ,2.1361486,49.2885368,60330
Les Bons Pères,BJP,4.010967,50.2798638,59514
Saint-Hilaire-sur-Helpe,XHI,3.9140099,50.1319709,59534
Saint-Omer-en-Chaussée,SHS,1.9970829,49.5306261,60590
Nortkerque,NKQ,2.0231501,50.8829544,62621
Rocamadour - Padirac,RAP,1.6573487,44.8183562,46240
Quimper,QPR,-4.092103,47.994455,29232
Rosult,ROT,3.3490115,50.4563667,59511
Ebblinghem,EBB,2.409148,50.7306459,59184
Crépy - Couvron,CYU,3.5167165,49.6233401,02238
Bruyères-sur-Oise,BRK,2.3259636,49.1552098,95116
Chaponval,CPW,2.1423781,49.0694825,95039
Fos-sur-Mer,FOS,4.974579,43.428029,13077
Rognac,RGC,5.230666,43.4866,13081
Laigneville,LAI,2.44894,49.29276,60342
Longpont,LJP,3.2301676,49.2726851,02438
Roquebrune-Cap-Martin,CQR,7.457343,43.7606178,06104
Orange,OGE,4.819594,44.137304,84087
Cazères,CZG,1.083106,43.212834,31135
Vielmur-sur-Agout,VUG,2.0895781,43.623928,81315
Louveciennes,LFC,2.1230176,48.8610361,78350
La Borne Blanche,BBN,2.5058656,49.126985,60482
Esches,ESC,2.1708125,49.2125205,60218
Margival,MIV,3.4027491,49.4393862,02464
Ormoy-Villers,ORM,2.8379502,49.2003204,60479
Pont Petit,PPT,2.13046,49.06004,95572
Epfig,EFG,7.4504053,48.3637643,67125
Salbris,SAP,2.04778,47.42522,41232
Romilly-sur-Seine,RMY,3.728887,48.514433,10323
Ebersheim,EBH,7.494471,48.3099953,67115
Villeneuve-lès-Maguelone,VLM,3.849917,43.5438231,34337
Saint-Chéron,SCW,2.125597,48.551188,91540
Loreux,LXU,1.8345356,47.3902731,41118
Schweighouse-sur-Moder,SWG,7.7425635,48.8286765,67458
Montaigu,MTV,-1.316236,46.983705,85146
Saint-Claude,SCL,5.8603471,46.3899539,39478
Ingwiller,IGW,7.477155,48.8723277,67222
Lauterbourg,LTG,8.1826817,48.9676973,67261
Saint-Étienne Châteaucreux,SEN,4.399722,45.443366,42218
Saint-Germain-au-Mont-d'Or,SGO,4.804265,45.888352,69207
Roppenheim,RHI,8.0623108,48.8510962,67025
Hermes - Berthecourt,HRB,2.2416554,49.3544055,60065
Pougues-les-Eaux,PSU,3.0940304,47.0767837,58214
Sedan,SED,4.930373,49.695024,08409
Saint-Christophe-Vallon,SIH,2.4077585,44.464619,12215
Arvant,ARV,3.3106747,45.3653797,43038
Auboué,ABE,5.9714608,49.216163,54028
Chasseneuil-du-Poitou,CHN,0.3730275,46.6517702,86062
La Roche-Maurice,ROW,-4.2050964,48.4740885,29237
Saint-Piat,SPI,1.5904889,48.5429526,28357
Ancy-sur-Moselle,AYM,6.0627661,49.0575093,57021
Gunsbach - Griesbach,GSB,7.1748407,48.0414908,68109
Saint-Amand-Montrond - Orval,SAD,2.4859441,46.7265409,18172
Ronchamp,RCP,6.6232791,47.6990308,70451
Selles-sur-Cher,SUC,1.5461989,47.2816956,41242
Muhlbach-sur-Munster,MHK,7.0875666,48.0246077,68223
Istres,ISR,4.9804272,43.5153953,13047
Tassin,TAS,4.75857,45.76151,69244
Tournay,TRY,0.2389703,43.1836066,65447
Tonneins,TON,0.314093,44.392796,47310
Entzheim Aéroport,ENZ,7.62794,48.54699,67124
Deluz,DLZ,6.199733,47.2925132,25197
Muizon,MIZ,3.8915287,49.2781012,51391
Vrigne-Meuse,VRM,4.8438063,49.7010822,08492
Évreux Normandie,EVX,1.149629,49.018748,27229
Tarascon-sur-Ariège,TRC,1.5999321,42.8495385,09306
La Mothe-Achard,LEH,-1.6596359,46.6068648,85152
Épanvilliers,EPI,0.2357576,46.2254951,86029
Sept-Saulx,ZSX,4.2569742,49.1511332,51530
Monthermé,MME,4.74053,49.865621,08081
Ker Lann,KEL,-1.7398306,48.0429857,35047
Trith-Saint-Léger,TSL,3.4893247,50.3318146,59603
Villefranche - Vernet-les-Bains,VVB,2.370396,42.591998,66085
Provenchères-sur-Fave,PVF,7.0854904,48.3046291,88361
Rully,RLY,4.761033,46.8804303,71378
Igney,IYA,6.3995463,48.2709639,88247
Bogny-sur-Meuse,BYU,4.7632317,49.8583117,08081
Wissembourg,WBG,7.9501435,49.0318895,67544
Vonnas,VNS,4.9916677,46.2272852,01457
Chenevières,CKY,6.6325613,48.5195062,54125
La Verpillière,VEI,5.150866,45.6276,38537
Voves,VOV,1.6222874,48.2750095,28422
Frasne,FRA,6.157767,46.857596,25259
Fontenoy-sur-Moselle,FBE,5.9803654,48.711721,54202
Verneuil-sur-Avre,VEA,0.9291925,48.7424857,27679
Neuville Université,NUE,2.07886,49.01426,95450
L'Isle-Jourdain,LIJ,1.089829,43.617185,32160
Delle,DEL,7.00962,47.50593,90033
Vaux-sur-Seine,VXS,1.96342,49.00699,78638
La Verrière,VYL,1.943674,48.7556954,78644
Bourg-Saint-Maurice,BSM,6.771273,45.619036,73054
Fons - Saint-Mamert,FMS,4.2066687,43.9073195,30112
Bailly,BLY,2.073981,48.837331,78043
Saint-Égrève Saint-Robert,SEG,5.6712687,45.2357234,38382
Allée Royale,AYL,2.07827,48.81431,78646
La Basse Indre - Saint-Herblain,LBI,-1.6603088,47.2040872,44162
Ygos-Saint-Saturnin,YGV,-0.7361528,43.9781851,40333
Baume-les-Dames,BDA,6.359603,47.353937,25047
Beynes,BYS,1.8755696,48.8593599,78062
Chabris,CGY,1.6459424,47.2549836,36034
Châteauneuf-sur-Charente,CSC,-0.0502,45.599836,16090
Santes,STS,2.961977,50.5920123,59553
Seyssel - Corbonod,SSS,5.8315162,45.9630307,01118
Toulon,TLN,5.929293,43.12837,83137
Coucy-lès-Eppes,CCP,3.7748209,49.556282,02218
Paimpol,PIP,-3.0460958,48.77694,22162
Carnoët - Locarn,CCN,-3.4908822,48.3405242,22128
La Ferté-Imbault,FTV,1.9580537,47.3835442,41084
Dompierre Sept Fons,DOP,3.6749309,46.5263166,03102
Limoux,LMX,2.2228288,43.0563831,11206
Trouville - Deauville,TDE,0.084167,49.360005,14220
Boussy-Saint-Antoine,BXI,2.532726,48.680893,91097
Raedersheim,RHM,7.2840467,47.8869059,68260
Gargan,GAF,2.517109,48.908159,93057
Dégagnac,DEG,1.3400861,44.6534974,46087
Landas,LDD,3.290568,50.4687775,59330
Le Chénay Gagny,CGG,2.552692,48.877129,93032
Wihr-au-Val - Soultzbach,WIH,7.2095351,48.0460522,68368
Pouzauges,PZK,-0.8146784,46.7523536,85140
Le Havre,LHA,0.125677,49.492996,76351
Mont-Louis - La Cabanasse,MTC,2.1131379,42.5020902,66027
Mandelieu-la-Napoule,MPV,6.941313,43.523903,06079
Dieupentale,DIP,1.2760011,43.8654687,82048
Laroche - Migennes,LAR,3.513191,47.960998,89257
Rosières-en-Santerre,ROS,2.71141,49.82253,80680
Mont-Dauphin - Guillestre,MOG,6.6156027,44.6746283,05052
Septèmes-les-Vallons,SEP,5.3701756,43.4031137,13106
La Ciotat - Ceyreste,LTV,5.632647,43.199593,13028
Saint-André-lez-Lille,STA,3.0475916,50.6544842,59527
Égly,ELY,2.222138,48.582364,91207
Rodez,RDZ,2.58056,44.362633,12202
Bauvin - Provin,BVP,2.9054,50.51168,59052
Orgerus - Béhoust,OGB,1.7028344,48.8267809,78465
Longuerue - Vieux-Manoir,LWM,1.2762275,49.5566781,76738
Loos lez Lille,LLZ,3.0170581,50.6128165,59360
Cavaillon,CVN,5.043613,43.834554,84035
Calonne-Ricouart,CPC,2.4812098,50.4827036,62194
Carnoles,KRL,7.48139,43.76203,06104
Saint-Ouen,SOS,2.32257,48.90531,93070
Berlaimont,BER,3.8105316,50.1980095,59068
Baccarat,BAC,6.74383,48.452405,54039
Massérac,MWK,-1.9144441,47.6745316,44092
Saint-Blaise-la-Roche Poutay,SZR,7.165329,48.4076094,67424
La Brillanne - Oraison,LBO,5.8923199,43.9247771,04034
Krimmeri Meinau,KRI,7.75259,48.56358,67482
Aumont-Aubrac,AAU,3.2835489,44.7181699,48009
Colmar Mésanges,CXM,7.3336703,48.0860048,68066
Ingersheim - Cité Scolaire,ISC,7.29823,48.08883,68338
Vergèze - Codognan,VZC,4.218842,43.739877,30344
Foug,FUG,5.7912761,48.6792561,54205
Moreuil,MRE,2.47582,49.77699,80570
Herblay,HRY,2.16208,48.99042,95306
Chasseradès,CJD,3.8399319,44.5539847,48040
Andrésy,ACY,2.04928,48.9747,78015
Biarritz,BIZ,-1.545915,43.459397,64122
Saint-Médard-de-Guizières,SMZ,-0.0488253,45.0155723,33447
Aigrefeuille le Thou,AGR,-0.95168,46.09402,17447
Pointe de Grave,PDG,-1.0658575,45.567067,33544
Mussidan,MUS,0.354071,45.034329,24299
Magnac - Vicq,MGQ,1.4438445,45.6288007,87203
Montmorillon,MMN,0.8737467,46.4174979,86165
Saint-Martin-le-Beau,XMK,0.9058418,47.3552058,37225
Donges,DNG,-2.07236,47.3151,44052
Yerres,YES,2.48337,48.706759,91691
Pierre-Buffière,PIB,1.3472667,45.6995226,87119
Langogne,LGG,3.8573047,44.732776,48080
Toulon Sainte-Musse,TSM,5.972755104236321,43.125113642636705,83137
Saint-Maixent-L'École,SMX,-0.201073,46.406607,79270
Penhoët,SZP,-2.2008664,47.2907444,44184
Russ Hersbach,RHH,7.2519246,48.4982211,67543
Abbaretz,AAR,-1.5244159,47.5546432,44001
Bellevigny,BVD,-1.4346673,46.788316,85019
Saint-Gilles-Croix-de-Vie,SGV,-1.941296,46.696466,85222
Brazey-en-Plaine,BEP,5.2121276,47.1314549,21103
Challans,CLS,-1.871879,46.843962,85047
Boran-sur-Oise,BRN,2.362537,49.1671348,60086
Saillagouse,SGW,2.0321126,42.4568855,66167
Igney - Avricourt,IAZ,6.8053062,48.6467012,54035
Breuil - Romain,BPR,3.7665322,49.3084141,51086
Taverny,TVY,2.22187,49.02536,95607
Chambéry - Challes-les-Eaux,CRL,5.919547,45.571302,73065
Pernes - Camblain,PEC,2.4310823,50.4802048,62197
Lille CHR,ECR,3.03432,50.61432,59350
Saint-Cyr Les Lecques - La Cadière,SAQ,5.703858,43.185509,83112
Pont de Dore,PDO,3.4903254,45.8427833,63276
Chantenay-Saint-Imbert,CXI,3.1720842,46.7283203,58057
La Rochelle Porte Dauphine,LRA,-1.1518412,46.16755,17300
Cannes La Bocca,CAB,6.986601,43.548787,06029
Meuse TGV,TGM,5.270954,48.978549,55254
Clamecy,CLA,3.5207672,47.4666984,58079
Saint-Sébastien Frêne Rond,XTD,-1.4957437,47.1903914,44190
Nanterre La Folie,NFE,2.224397,48.897377,92050
Tincques,TIN,2.4980285,50.35699,62820
Loison-sous-Lens,LOO,2.8592403,50.4401891,62523
Montendre,MMM,-0.3961726,45.2805457,17240
Champ de Mars Tour Eiffel,CPM,2.2892141,48.8551134,75115
La Chaize-le-Vicomte,CZC,-1.2820678,46.676779,85046
Pont de Bois,PPB,3.13026,50.62403,59009
Neufchâtel-Hardelot,NHA,1.643115,50.62364,62604
Tergnier,TGR,3.2972491,49.6591862,02738
Saint-Amand-les-Eaux,SAM,3.41952,50.44331,59526
Avranches,AVR,-1.3700755,48.6902445,50025
Saint-Jean-de-Maurienne Arvan,SJM,6.354716,45.277542,73248
La Rivière de Mansac,LDZ,1.3655086,45.139681,19124
Templeuve,TEM,3.17559,50.52863,59586
Les Arcs - Draguignan,LAC,6.482498,43.455524,83004
La Grave d'Ambarès,GVA,-0.477021,44.9356421,33003
Saint-Jean-Pied-de-Port,SJP,-1.2380129,43.1679394,64485
Ribécourt-Dreslincourt,RIB,2.92714,49.50633,60537
Solliès-Pont,SIP,6.0464158,43.1907805,83130
Rezé Pont Rousseau,RPT,-1.5495445,47.1932425,44143
Jouy-en-Josas,JAS,2.1635294,48.7650042,78322
Haluchère Batignolles,HAD,-1.5224436,47.249142,44109
Gilly-sur-Loire,GSL,3.7821607,46.5370137,71220
Vitrolles Aéroport Marseille Provence,AYD,5.237122,43.441734,13117
La Valbonne,VAO,5.124911,45.849225,01032
Luc-en-Diois,LDE,5.4546227,44.6136615,26167
Pont-de-Buis,PBU,-4.0861227,48.2544024,29302
Saint-Antoine-du-Rocher,XAO,0.6164676,47.503839,37206
Redon,RDN,-2.08777,47.652004,35236
Aytré Plage,ATL,-1.1280462,46.1273815,17028
Coudekerque-Branche,CDK,2.3751425,51.0177069,59155
Saint-Gilles Lycée Haut-Rhin,GLL,7.2609746,48.0758611,68374
Limeray,LIZ,1.0499661,47.4502088,37131
Nieppe,NPE,2.8289655,50.6966975,59431
L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse,LFV,5.047615,43.917393,84054
L'Estaque,LES,5.3213598,43.363628,13216
Livron-sur-Drôme,LIV,4.8305412,44.7796035,26165
Chirac,CAC,3.2638181,44.5246607,48049
La Trinité Victor,TVR,7.3114604,43.7427854,06149
Serres,SRE,5.7184201,44.4246573,05166
Trappes,TVO,2.0066335,48.7751158,78621
Sausset-les-Pins,SPJ,5.110001,43.332864,13104
Brioude,BRD,3.3786344,45.3006493,43040
Dirinon,DIR,-4.2855034,48.3926343,29140
Nevers,NVS,3.150743,46.987282,58194
Saint-Romain-de-Popey,SNP,4.5423351,45.8616053,69234
La Bastide - Saint-Laurent-les-Bains,LBS,3.9042849,44.5934829,48021
Rumilly,RUM,5.947938,45.862989,74225
Montbartier,MNG,1.264501,43.9241555,82123
Labouheyre,LBH,-0.9209296,44.2106292,40134
Aumale,AUM,1.7560425,49.7650371,76035
Aubergenville Élisabethville,AEH,1.8484987,48.971825,78029
La Teste-de-Buch,TTE,-1.14295,44.636924,33529
Moirans La Galifette,MFE,5.56517,45.324154,38239
Aigues-Mortes,AIM,4.1912102,43.5709008,30003
Montreuil sur Mer,MOM,1.7691662,50.4661948,62588
Saint-Senoux - Pléchâtel,XSX,-1.7661904,47.8977519,35312
Bourgoin-Jallieu,BRG,5.273401,45.583954,38053
Colombier-Fontaine,CFT,6.6890071,47.4554849,25159
Laigné - Saint-Gervais,LSG,0.2172097,47.8740074,72287
Clermont La Rotonde,RTD,3.0909704,45.7680954,63113
Saint-Raphaël Valescure,SRV,6.769083,43.42356,83118
Notre-Dame de Briançon,NAB,6.4687785,45.5393185,73187
Saint-Nom-la-Bretèche Forêt de Marly T13,SNF,,,78224
Die,DIE,5.3632053,44.7582549,26113
Reichshoffen,RHV,7.658132,48.9310582,67388
Villedieu-les-Poêles,VDS,-1.225559,48.8340495,50639
Maubeuge,MBG,3.96677,50.27298,59392
Maroeuil,MUI,2.6983279,50.322603,62557
Chazay - Marcilly,CZM,4.7252221,45.8729618,69125
Picquigny,PIQ,2.1432765,49.9461557,80622
Breuillet - Bruyères-le-Châtel,BIH,2.191721,48.577228,91105
Marseille Blancarde,MBC,5.406559,43.29614391,13204
Deuil - Montmagny,DEU,2.33785,48.97589,95197
Saint-Mariens - Saint-Yzan,SMS,-0.3917824,45.139072,33492
Byans-sur-Doubs,BYB,5.8520589,47.1185334,25105
Millau,MAU,3.07457,44.102344,12145
